TEAMNAMES,SeriesNumber,Filename,Name,Description,Gender,Attributes,UUID,hash
TEAM POWERDRILL,261,paul-the-comedian,paul the comedian,Paul is a funny man; he always makes great jokes at parties.,Male,hair:black;eyes:glasses;teeth:none;clothing:black and yellow v neck;expression:cool;strength:trustworthiness;weakness:slow,f8112915-64ca-41e5-9ca4-5b60c47d7a01,b4369043d4c4dc6645fec2e855862b281467b33257a8338370a0d654b4934428
TEAM POWERDRILL,261,paul-the-comedian,paul the comedian,Paul is a funny man; he always makes great jokes at parties.,Male,hair:black;eyes:glasses;teeth:none;clothing:black and yellow v neck;expression:cool;strength:trustworthiness;weakness:slow,f8112915-64ca-41e5-9ca4-5b60c47d7a01,b4369043d4c4dc6645fec2e855862b281467b33257a8338370a0d654b4934428
TEAM POWERDRILL,262,amina-lagos-housewife,amina lagos housewife,Amina is always showing the rich housewife vibes.,Female,hair:red;eyes:blue;teeth:none;clothing:blue and yellow ankara;accessories:none;expression:straight face;strength:fashionista;weakness:exorbitant,5612f542-d85e-4a2c-8661-20553dfd07bf,47147f0ffb1c51bf3314621e0d012a551ed038f023a7b1f97bcbffe7caef7929
TEAM POWERDRILL,262,amina-lagos-housewife,amina lagos housewife,Amina is always showing the rich housewife vibes.,Female,hair:red;eyes:blue;teeth:none;clothing:blue and yellow ankara;accessories:none;expression:straight face;strength:fashionista;weakness:exorbitant,5612f542-d85e-4a2c-8661-20553dfd07bf,47147f0ffb1c51bf3314621e0d012a551ed038f023a7b1f97bcbffe7caef7929
TEAM POWERDRILL,263,kiekie-the-asoebibella,kiekie the asoebibella,Kiekie is classfied as the life of the party.,Female,hair:purple;eyes:grey;teeth:none;clothing:blue and yellow ankara;accessories:none;expression:smile;strength:helpful;weakness:none,097014d5-0ef3-46f5-9a9b-5c01f70114b3,9efb4454ee381f97985e61330b19b32cc404a9836ca6349f81a762e20cbe60c2
TEAM POWERDRILL,263,kiekie-the-asoebibella,kiekie the asoebibella,Kiekie is classfied as the life of the party.,Female,hair:purple;eyes:grey;teeth:none;clothing:blue and yellow ankara;accessories:none;expression:smile;strength:helpful;weakness:none,097014d5-0ef3-46f5-9a9b-5c01f70114b3,9efb4454ee381f97985e61330b19b32cc404a9836ca6349f81a762e20cbe60c2
TEAM POWERDRILL,264,kunle-the-hunter,kunle the hunter,Kunle goes for the best and hits all his targets at bull's eye.,Male,hair:black;eyes:blue;teeth:none;clothing:one handed yellow ankara;accessories:none;expression:smile;strength:fast;weakness:cannot speak english,b0310fc2-4bed-48e5-abfc-566c964786d7,739cac9cc3818bc06fe5982ebba46546ec3cd2d59456ca38842968387d2b6fcf
TEAM POWERDRILL,264,kunle-the-hunter,kunle the hunter,Kunle goes for the best and hits all his targets at bull's eye.,Male,hair:black;eyes:blue;teeth:none;clothing:one handed yellow ankara;accessories:none;expression:smile;strength:fast;weakness:cannot speak english,b0310fc2-4bed-48e5-abfc-566c964786d7,739cac9cc3818bc06fe5982ebba46546ec3cd2d59456ca38842968387d2b6fcf
TEAM POWERDRILL,265,amara-the-hairstylist,amara the hairstylist,Amara is truly your one stop shop for all your hair & beauty needs.,Female,hair:purple;eyes:grey;teeth:none;clothing:multicolour ankara;accessories:none;expression:none;strength:multitasker;weakness:unfriendly,412345b9-7e04-4102-af7c-5458721ac64d,8f8d781cbbdab0912d878d76b01aa96620eb515f72c1af62a4c4e59682dfe07f
TEAM POWERDRILL,265,amara-the-hairstylist,amara the hairstylist,Amara is truly your one stop shop for all your hair & beauty needs.,Female,hair:purple;eyes:grey;teeth:none;clothing:multicolour ankara;accessories:none;expression:none;strength:multitasker;weakness:unfriendly,412345b9-7e04-4102-af7c-5458721ac64d,8f8d781cbbdab0912d878d76b01aa96620eb515f72c1af62a4c4e59682dfe07f
TEAM POWERDRILL,266,mary-nail-technician,mary nail technician,Mary makes magic with her press-on nails.,Female,hair:red;eyes:grey;teeth:none;clothing:multicolour ankara;accessories:none;expression:none;strength:hustler;weakness:uncoordinated,17ea9c3b-c90f-4023-84d6-d563c098b030,2b2df678b94fab6accebd91c9d0732b63f73d5b1e9d5776cc812e947bfe16faf
TEAM POWERDRILL,266,mary-nail-technician,mary nail technician,Mary makes magic with her press-on nails.,Female,hair:red;eyes:grey;teeth:none;clothing:multicolour ankara;accessories:none;expression:none;strength:hustler;weakness:uncoordinated,17ea9c3b-c90f-4023-84d6-d563c098b030,2b2df678b94fab6accebd91c9d0732b63f73d5b1e9d5776cc812e947bfe16faf
TEAM POWERDRILL,267,odogwu-oil-contractor,odogwu oil contractor,"""From malaysia to kaduna"," odogwu's oil is known.""",Male:,hair:black; eyes: black with glasses; teeth: none; clothing: brown and gold guniea; accessories: none; expression: none; strength: hustler; weakness: taking criticism ,cd98699e6495433ee3377ff93f2ded23099222a03fdf946d38cba354f616f6db
TEAM POWERDRILL,267,odogwu-oil-contractor,odogwu oil contractor,"""From malaysia to kaduna"," odogwu's oil is known.""",Male:,hair:black; eyes: black with glasses; teeth: none; clothing: brown and gold guniea; accessories: none; expression: none; strength: hustler; weakness: taking criticism ,cd98699e6495433ee3377ff93f2ded23099222a03fdf946d38cba354f616f6db
TEAM POWERDRILL,268,simisola-the-kenteprincess,simisola the kenteprincess,Simisola rocks kente even in swim outfits.,Female,hair:brown;eyes:blue;teeth:none;clothing:multicolour yellow kente;accessories:none;expression:smiling;strength:patience;weakness:self-criticism,45843017-b421-4413-8e35-7a6ef073f2b9,0405d9595346ce40b0c8777b5f60de00a862a5c604e2aacc2bf10392497acc4b
TEAM POWERDRILL,268,simisola-the-kenteprincess,simisola the kenteprincess,Simisola rocks kente even in swim outfits.,Female,hair:brown;eyes:blue;teeth:none;clothing:multicolour yellow kente;accessories:none;expression:smiling;strength:patience;weakness:self-criticism,45843017-b421-4413-8e35-7a6ef073f2b9,0405d9595346ce40b0c8777b5f60de00a862a5c604e2aacc2bf10392497acc4b
TEAM POWERDRILL,269,mariam-beauty-queen,mariam beauty queen,Beauty is a fairy tale where mariam appears.,Female,hair:orange;eyes:grey;teeth:none;clothing:multicolour yellow kente;accessories:none;expression:straight face;strength:disciplined;weakness:inability to delegate,b7d96d97-84c2-485f-b60e-e4e86c4d3b34,bb57df6478969e8e47331e4a1d2c8c6de0ef40580040f17e751205905698aa6c
TEAM POWERDRILL,269,mariam-beauty-queen,mariam beauty queen,Beauty is a fairy tale where mariam appears.,Female,hair:orange;eyes:grey;teeth:none;clothing:multicolour yellow kente;accessories:none;expression:straight face;strength:disciplined;weakness:inability to delegate,b7d96d97-84c2-485f-b60e-e4e86c4d3b34,bb57df6478969e8e47331e4a1d2c8c6de0ef40580040f17e751205905698aa6c
TEAM POWERDRILL,270,obinna-the-musician,obinna the musician,Obinna might never be an a-list artist.,Male,hair:black;eyes:black with glasses;teeth:none;clothing:red v-neck ankara;accessories:none;expression:none;strength:delegation;weakness:lack of experience,afdb0299-327c-46b2-9262-faf90f0fcd12,61dcda5f2315cd52ca798b26bc38effc3dc1bfef6203b49e9825e97ea2ed87f9
TEAM POWERDRILL,270,obinna-the-musician,obinna the musician,Obinna might never be an a-list artist.,Male,hair:black;eyes:black with glasses;teeth:none;clothing:red v-neck ankara;accessories:none;expression:none;strength:delegation;weakness:lack of experience,afdb0299-327c-46b2-9262-faf90f0fcd12,61dcda5f2315cd52ca798b26bc38effc3dc1bfef6203b49e9825e97ea2ed87f9
TEAM POWERDRILL,271,sandra-the-shybaby,sandra the shybaby,Sandra is a shy woman even at parties.,Female,hair:orange;eyes:blue;teeth:none;clothing:yellow off shoulder;accessories:none;expression:none;strength:friendly;weakness:shyness,bfed40a8-74f7-4ada-ae18-975130247efa,8443320ba5ce328a1e6480339156aae979f6ec1e39e2322eeba8f48fb8fb9155
TEAM POWERDRILL,271,sandra-the-shybaby,sandra the shybaby,Sandra is a shy woman even at parties.,Female,hair:orange;eyes:blue;teeth:none;clothing:yellow off shoulder;accessories:none;expression:none;strength:friendly;weakness:shyness,bfed40a8-74f7-4ada-ae18-975130247efa,8443320ba5ce328a1e6480339156aae979f6ec1e39e2322eeba8f48fb8fb9155
TEAM POWERDRILL,272,chiamaka-the-dancer,chiamaka the dancer,Chiamaka dances so well and earned the guinness world record.,Female,hair:black;eyes:grey;teeth:none;clothing:yellow off shoulder;accessories:none;expression:none;strength:creativity;weakness:lack of confidence,43c49497-8d7b-42ef-bb29-769f6c3b0ada,a1924a51d6f15ca30c8fdd4515cfd83b1750004f5779bd7782da700f0c5b63c6
TEAM POWERDRILL,272,chiamaka-the-dancer,chiamaka the dancer,Chiamaka dances so well and earned the guinness world record.,Female,hair:black;eyes:grey;teeth:none;clothing:yellow off shoulder;accessories:none;expression:none;strength:creativity;weakness:lack of confidence,43c49497-8d7b-42ef-bb29-769f6c3b0ada,a1924a51d6f15ca30c8fdd4515cfd83b1750004f5779bd7782da700f0c5b63c6
TEAM POWERDRILL,273,mensah-fashion-icon,mensah fashion icon,Mensah outfits are always giving us christopher hemsworth vibes.,Male,hair:black;eyes:black with glasses;teeth:none;clothing:gold with kente;accessories:none;expression:none;strength:public speaking;weakness:lack of experience,87ada09b-38ac-475c-8d46-18680c2dc795,c6b7e7ce8382a25fe097c658c72f54b8be279eafea4fd177105b6a4a57c92d4a
TEAM POWERDRILL,273,mensah-fashion-icon,mensah fashion icon,Mensah outfits are always giving us christopher hemsworth vibes.,Male,hair:black;eyes:black with glasses;teeth:none;clothing:gold with kente;accessories:none;expression:none;strength:public speaking;weakness:lack of experience,87ada09b-38ac-475c-8d46-18680c2dc795,c6b7e7ce8382a25fe097c658c72f54b8be279eafea4fd177105b6a4a57c92d4a
TEAM POWERDRILL,274,lucy-the-fumigator,lucy the fumigator,Lucy is nicknamed the pest exterminator.,Female,hair:red;eyes:blue;teeth:none;clothing:multicolour ankara;accessories:none;expression:none;strength:determination;weakness:self-criticism,c7269d44-aab3-41e7-a54f-18a14f575a6b,73addf67efc79597d6f46005fdc6cb473792404029ecf53dc2de6d0b2cb53b42
TEAM POWERDRILL,274,lucy-the-fumigator,lucy the fumigator,Lucy is nicknamed the pest exterminator.,Female,hair:red;eyes:blue;teeth:none;clothing:multicolour ankara;accessories:none;expression:none;strength:determination;weakness:self-criticism,c7269d44-aab3-41e7-a54f-18a14f575a6b,73addf67efc79597d6f46005fdc6cb473792404029ecf53dc2de6d0b2cb53b42
TEAM POWERDRILL,275,nneka-wedding-planner,nneka wedding planner,Nneka plans the best weddings with great details.,Female,hair:brown braids;eyes:grey;teeth:none;clothing:multicolour ankara;accessories:none;expression:none;strength:hard worker;weakness:analytical skills,31ac6b7a-e378-4dc3-999d-b9e8d8473f99,c646424c5f76b39ef46d25faf40cbde987ae2c6bca964dfad4d91ad8286debf2
TEAM POWERDRILL,275,nneka-wedding-planner,nneka wedding planner,Nneka plans the best weddings with great details.,Female,hair:brown braids;eyes:grey;teeth:none;clothing:multicolour ankara;accessories:none;expression:none;strength:hard worker;weakness:analytical skills,31ac6b7a-e378-4dc3-999d-b9e8d8473f99,c646424c5f76b39ef46d25faf40cbde987ae2c6bca964dfad4d91ad8286debf2
TEAM POWERDRILL,276,shakira-the-gangster,shakira the gangster,Shakira is the most feared criminal.,Female,hair:brown braids;eyes:grey;teeth:none;clothing:gold and brown;accessories:none;expression:none;strength:intentional;weakness:rash in decision making,dbdc1351-aa07-46e2-935f-2db071b1b23d,845f32214b9882d9d350f1553776c8ad522eded40282cd9c916cc004f92631d7
TEAM POWERDRILL,276,shakira-the-gangster,shakira the gangster,Shakira is the most feared criminal.,Female,hair:brown braids;eyes:grey;teeth:none;clothing:gold and brown;accessories:none;expression:none;strength:intentional;weakness:rash in decision making,dbdc1351-aa07-46e2-935f-2db071b1b23d,845f32214b9882d9d350f1553776c8ad522eded40282cd9c916cc004f92631d7
TEAM POWERDRILL,277,lola-afropopping-princess,lola afropopping princess,Lola loves to lick lollipops like; she is everyones afropop queen.,Female,hair:brown afro;eyes:closed;teeth:none;clothing:black ankara;accessories:none;expression:none;strength:great communicator;weakness:writing,2f5cadae-e423-4478-8220-37b3ac144169,8ce439553b56b5958a3ba1491658dfa68a65644918b68b6a6000d4c9b37941a6
TEAM POWERDRILL,277,lola-afropopping-princess,lola afropopping princess,Lola loves to lick lollipops like; she is everyones afropop queen.,Female,hair:brown afro;eyes:closed;teeth:none;clothing:black ankara;accessories:none;expression:none;strength:great communicator;weakness:writing,2f5cadae-e423-4478-8220-37b3ac144169,8ce439553b56b5958a3ba1491658dfa68a65644918b68b6a6000d4c9b37941a6
TEAM POWERDRILL,278,sharon-walking-dead,sharon walking dead,sharon cannot work under pressure; she is a soft babe.,Female,hair:dark brown;eyes:closed;teeth:open teeth;clothing:blue ankara;accessories:none;expression:loud;strength:people skills;weakness:empathy,1fc37341-7dd1-480c-a01b-a63bee0a2230,d3a753fef87abc1f7f0bc10ecf6d01b863c9d716ecd8fcd6b8cc76306aaf516a
TEAM POWERDRILL,278,sharon-walking-dead,sharon walking dead,sharon cannot work under pressure; she is a soft babe.,Female,hair:dark brown;eyes:closed;teeth:open teeth;clothing:blue ankara;accessories:none;expression:loud;strength:people skills;weakness:empathy,1fc37341-7dd1-480c-a01b-a63bee0a2230,d3a753fef87abc1f7f0bc10ecf6d01b863c9d716ecd8fcd6b8cc76306aaf516a
TEAM POWERDRILL,279,olivia-great-teacher,olivia great teacher,Students enjoys olivia's classes.,Female,hair:dark brown;eyes:closed;teeth:none;clothing:multicolour ankara;accessories:none;expression:none;strength:empathy;weakness:computer literacy,cfc4419e-bd46-40f6-9654-632ac1138ff1,e94300581e3710aa7dba2108da6a57d081b9288701905519249e2e5a176d7637
TEAM POWERDRILL,279,olivia-great-teacher,olivia great teacher,Students enjoys olivia's classes.,Female,hair:dark brown;eyes:closed;teeth:none;clothing:multicolour ankara;accessories:none;expression:none;strength:empathy;weakness:computer literacy,cfc4419e-bd46-40f6-9654-632ac1138ff1,e94300581e3710aa7dba2108da6a57d081b9288701905519249e2e5a176d7637
TEAM POWERDRILL,280,nicole-sleep-warrior,nicole sleep warrior,"""Nicole holds the sleep award in our community"," she wouldn't wake up at the sound of a detonated nuclear bomb.""",Female:,hair:black; eyes: closed; teeth: none; clothing: multicolour ankara with red base; accessories: none; expression: none; strength: leadership; weakness: initiative ,27e30bf1bac6c69e07091b66767b59401badfc6fc74da39d0c3d39e0381ce2c8
TEAM POWERDRILL,280,nicole-sleep-warrior,nicole sleep warrior,"""Nicole holds the sleep award in our community"," she wouldn't wake up at the sound of a detonated nuclear bomb.""",Female:,hair:black; eyes: closed; teeth: none; clothing: multicolour ankara with red base; accessories: none; expression: none; strength: leadership; weakness: initiative ,27e30bf1bac6c69e07091b66767b59401badfc6fc74da39d0c3d39e0381ce2c8
TEAM HYDRAULICS,281,busola-the-shakara,busola the shakara,She is a fashion icon that loves luxurious items.,Female,hair:brown;eyes:shades;teeth:closed;clothing:yellow and blue ankara;accessories:shades;expression:passive;strength:confident;weakness:over spending,ec4a855a-5ceb-4f1b-bbd7-a995aa45e875,2dd3918142c2a923bb70929786b24c68869f160b471d345598fca4cb1ac021b0
TEAM HYDRAULICS,281,busola-the-shakara,busola the shakara,She is a fashion icon that loves luxurious items.,Female,hair:brown;eyes:shades;teeth:closed;clothing:yellow and blue ankara;accessories:shades;expression:passive;strength:confident;weakness:over spending,ec4a855a-5ceb-4f1b-bbd7-a995aa45e875,2dd3918142c2a923bb70929786b24c68869f160b471d345598fca4cb1ac021b0
TEAM HYDRAULICS,282,bella-the-artist,bella the artist,A lady that host a fashion week show,Female,hair:blond;eyes:shades;teeth:closed;clothing:black and yellow ankara;accessories:shades;expression:straight face;strength:creativity;weakness:perfectionist,48772412-dacb-4984-9e82-8d24fe101265,e78aa28c0d9412e365cee3374ac1c9cdace6fbd22f1a0586328af59d029d4041
TEAM HYDRAULICS,282,bella-the-artist,bella the artist,A lady that host a fashion week show,Female,hair:blond;eyes:shades;teeth:closed;clothing:black and yellow ankara;accessories:shades;expression:straight face;strength:creativity;weakness:perfectionist,48772412-dacb-4984-9e82-8d24fe101265,e78aa28c0d9412e365cee3374ac1c9cdace6fbd22f1a0586328af59d029d4041
TEAM HYDRAULICS,283,queen-the-extrovert,queen the extrovert,A woman who enjoys being high all the time,Female,hair:brown;eyes:shades;teeth:closed;clothing:multi colored ankara;accessories:shades and smoking pipe;expression:sassy;strength:self assured;weakness:conceited,1712532a-20d9-4ccb-8582-bffd76c9fb67,aaeb27a25213d9bd44dacb82e6ec270875c6f5fd6de05df5a370d49ef5a9c80e
TEAM HYDRAULICS,283,queen-the-extrovert,queen the extrovert,A woman who enjoys being high all the time,Female,hair:brown;eyes:shades;teeth:closed;clothing:multi colored ankara;accessories:shades and smoking pipe;expression:sassy;strength:self assured;weakness:conceited,1712532a-20d9-4ccb-8582-bffd76c9fb67,aaeb27a25213d9bd44dacb82e6ec270875c6f5fd6de05df5a370d49ef5a9c80e
TEAM HYDRAULICS,284,mary-toxic-lady,mary toxic lady,A lady who is toxic around people,Female,hair:two buns;eyes:shades;teeth:white;clothing:animal prints;accessories:shades;expression:angry;strength:bully;weakness:insecurity,bc31af8d-c45d-4797-adfc-596fb22e4e3a,5cdeaa4c9122cf5827be3e162e44ddcbe295914e6f93280d332dcb628174e731
TEAM HYDRAULICS,284,mary-toxic-lady,mary toxic lady,A lady who is toxic around people,Female,hair:two buns;eyes:shades;teeth:white;clothing:animal prints;accessories:shades;expression:angry;strength:bully;weakness:insecurity,bc31af8d-c45d-4797-adfc-596fb22e4e3a,5cdeaa4c9122cf5827be3e162e44ddcbe295914e6f93280d332dcb628174e731
TEAM HYDRAULICS,285,elizabeth-the-richkid,elizabeth the richkid,A university undergraduate from a rich background,Male,hair:blond;eyes:shades;teeth:closed;clothing:blacktop;accessories:shades;expression:straight face;strength:wealth;weakness:lack of real friends,21fad782-1b6f-4c2d-b157-9fdb9355c876,c45cb27af7efca8d3c48c7f67a0f83cb74974d2e896c1fd9cc7f2852e3c7e6ea
TEAM HYDRAULICS,285,elizabeth-the-richkid,elizabeth the richkid,A university undergraduate from a rich background,Male,hair:blond;eyes:shades;teeth:closed;clothing:blacktop;accessories:shades;expression:straight face;strength:wealth;weakness:lack of real friends,21fad782-1b6f-4c2d-b157-9fdb9355c876,c45cb27af7efca8d3c48c7f67a0f83cb74974d2e896c1fd9cc7f2852e3c7e6ea
TEAM HYDRAULICS,286,larry-the-westerner,larry the westerner,A Yoruba Man who smokes his pipe in peace,Male,hair:covered;eyes:white;teeth:closed;clothing:purple and yellow agbada;accessories:cap and smoking pipe;expression:passive;strength:likes to be in control;weakness:lazy,d4984fa6-dabf-409f-839f-76742ec71500,df37aa0f4c174be55fa344fe39e5e89e8a5432e563d99196f0db9fe3b587411d
TEAM HYDRAULICS,286,larry-the-westerner,larry the westerner,A Yoruba Man who smokes his pipe in peace,Male,hair:covered;eyes:white;teeth:closed;clothing:purple and yellow agbada;accessories:cap and smoking pipe;expression:passive;strength:likes to be in control;weakness:lazy,d4984fa6-dabf-409f-839f-76742ec71500,df37aa0f4c174be55fa344fe39e5e89e8a5432e563d99196f0db9fe3b587411d
